"Localidades";"Períodos";"Matrículas na Educação Infantil ";"Matrículas na Educação Infantil - Rede Municipal ";"Matrículas na Educação Infantil - Rede Particular ";"Matrículas no Ensino Fundamental ";"Matrículas no Ensino Fundamental - Rede Estadual ";"Matrículas no Ensino Fundamental - Rede Municipal ";"Matrículas no Ensino Fundamental - Rede Privada ";"Matrículas no Ensino Médio ";"Matrículas no Ensino Médio - Rede Estadual ";"Matrículas no Ensino Médio - Rede Municipal ";"Matrículas no Ensino Médio - Rede Particular ";"Matrículas na Educação Especial ";"Matrículas na Educação Especial - Rede Estadual ";"Matrículas na Educação Especial - Rede Municipal ";"Matrículas na Educação Especial - Rede Particular ";"Cód. IBGE"
"São Pedro";"2018";"1792";"1577";"215";"4329";"-";"3817";"512";"1294";"1177";"";"117";"192";"20";"165";"7";3550407
"São Pedro do Turvo";"2014";"366";"366";"-";"935";"422";"513";"-";"319";"319";"-";"-";"-";"-";"-";"-";3550506
"São Pedro do Turvo";"2015";"359";"359";"-";"939";"414";"525";"-";"299";"299";"-";"-";"11";"3";"8";"-";3550506
"São Pedro do Turvo";"2016";"359";"359";"-";"909";"369";"540";"-";"260";"260";"-";"-";"11";"2";"9";"-";3550506
"São Pedro do Turvo";"2017";"374";"374";"-";"872";"364";"508";"-";"271";"271";"-";"-";"8";"2";"6";"-";3550506
"São Pedro do Turvo";"2018";"349";"349";"";"871";"367";"504";"";"271";"271";"";"";"14";"5";"9";"";3550506
"São Roque";"2014";"4041";"3280";"761";"11582";"-";"9136";"2446";"3402";"2562";"-";"706";"51";"-";"-";"51";3550605
"São Roque";"2015";"4252";"3435";"817";"11462";"-";"8717";"2745";"3300";"2339";"-";"797";"308";"21";"199";"87";3550605
"São Roque";"2016";"4249";"3479";"770";"11398";"-";"8560";"2838";"3362";"2419";"-";"786";"332";"23";"213";"96";3550605
"São Roque";"2017";"4237";"3519";"718";"11304";"-";"8513";"2791";"3286";"2256";"-";"765";"363";"32";"246";"85";3550605
"São Roque";"2018";"4198";"3505";"693";"11284";"";"8429";"2855";"3229";"2167";"";"760";"353";"35";"274";"42";3550605
"São Sebastião";"2014";"4190";"2874";"1316";"11470";"-";"10433";"1037";"3883";"3601";"-";"282";"101";"-";"-";"101";3550704
"São Sebastião";"2015";"4375";"3009";"1366";"11179";"-";"9998";"1181";"3715";"3430";"-";"285";"379";"54";"225";"100";3550704
"São Sebastião";"2016";"4664";"3161";"1503";"11368";"-";"10202";"1166";"3539";"3268";"-";"271";"379";"61";"225";"93";3550704
"São Sebastião";"2017";"4804";"3261";"1543";"11396";"-";"10266";"1130";"3312";"3058";"-";"254";"389";"73";"219";"97";3550704
"São Sebastião";"2018";"4857";"3376";"1481";"11342";"";"10271";"1071";"3250";"2990";"";"260";"430";"60";"281";"89";3550704
"São Sebastião da Grama";"2014";"367";"330";"37";"1484";"618";"722";"144";"433";"375";"-";"58";"37";"-";"7";"30";3550803
"São Sebastião da Grama";"2015";"356";"305";"51";"1401";"569";"656";"176";"403";"341";"-";"62";"119";"35";"49";"35";3550803
"São Sebastião da Grama";"2016";"341";"302";"39";"1380";"517";"669";"194";"379";"333";"-";"46";"102";"18";"56";"28";3550803
"São Sebastião da Grama";"2017";"331";"301";"30";"1325";"502";"635";"188";"361";"317";"-";"44";"124";"28";"71";"25";3550803
"São Sebastião da Grama";"2018";"357";"325";"32";"1276";"467";"628";"181";"339";"310";"";"29";"127";"45";"59";"23";3550803
"São Simão";"2014";"637";"462";"175";"2054";"973";"664";"417";"718";"595";"-";"123";"44";"-";"44";"-";3550902
"São Simão";"2015";"631";"409";"222";"1951";"885";"652";"414";"727";"611";"-";"116";"108";"19";"83";"6";3550902
"São Simão";"2016";"611";"432";"179";"1943";"880";"643";"420";"801";"662";"-";"139";"71";"6";"61";"4";3550902
"São Simão";"2017";"626";"447";"179";"1879";"827";"638";"414";"738";"618";"-";"120";"69";"13";"53";"3";3550902
"São Simão";"2018";"613";"438";"175";"1782";"765";"594";"423";"702";"585";"";"117";"63";"18";"40";"5";3550902
"São Vicente";"2014";"13527";"9970";"3553";"46851";"8728";"30032";"8091";"12491";"10747";"-";"1744";"480";"-";"392";"88";3551009
"São Vicente";"2015";"14268";"10796";"3472";"46257";"8241";"29698";"8318";"11616";"9970";"-";"1646";"1628";"213";"1175";"240";3551009
"São Vicente";"2016";"13798";"10405";"3393";"44844";"8338";"27973";"8533";"11264";"9706";"-";"1558";"1724";"234";"1225";"265";3551009
"São Vicente";"2017";"14164";"10479";"3685";"43279";"8022";"27134";"8123";"11739";"10281";"-";"1458";"1795";"250";"1288";"257";3551009
"São Vicente";"2018";"14654";"11130";"3524";"42637";"8212";"26347";"8078";"11421";"10069";"";"1352";"1918";"304";"1344";"270";3551009
"Sarapuí";"2014";"494";"494";"-";"1429";"741";"688";"-";"468";"468";"-";"-";"-";"-";"-";"-";3551108
"Sarapuí";"2015";"562";"562";"-";"1369";"686";"683";"-";"407";"407";"-";"-";"35";"22";"13";"-";3551108
"Sarapuí";"2016";"580";"580";"-";"1292";"616";"676";"-";"445";"445";"-";"-";"25";"10";"15";"-";3551108
"Sarapuí";"2017";"535";"535";"-";"1263";"612";"651";"-";"447";"447";"-";"-";"36";"20";"16";"-";3551108
"Sarapuí";"2018";"499";"499";"";"1264";"564";"700";"";"435";"435";"";"";"45";"23";"22";"";3551108
"Sarutaiá";"2014";"193";"193";"-";"481";"198";"283";"-";"135";"135";"-";"-";"-";"-";"-";"-";3551207
"Sarutaiá";"2015";"178";"178";"-";"451";"201";"250";"-";"121";"121";"-";"-";"18";"13";"5";"-";3551207
"Sarutaiá";"2016";"187";"187";"-";"441";"193";"248";"-";"122";"122";"-";"-";"21";"17";"4";"-";3551207
"Sarutaiá";"2017";"175";"175";"-";"463";"204";"259";"-";"87";"87";"-";"-";"21";"17";"4";"-";3551207
"Sarutaiá";"2018";"201";"201";"";"474";"226";"248";"";"94";"94";"";"";"23";"16";"7";"";3551207
"Sebastianópolis do Sul";"2014";"151";"151";"-";"311";"140";"171";"-";"142";"142";"-";"-";"-";"-";"-";"-";3551306
"Sebastianópolis do Sul";"2015";"163";"163";"-";"309";"124";"185";"-";"118";"118";"-";"-";"8";"2";"6";"-";3551306
"Sebastianópolis do Sul";"2016";"159";"159";"-";"321";"121";"200";"-";"91";"91";"-";"-";"7";"2";"5";"-";3551306
"Sebastianópolis do Sul";"2017";"166";"166";"-";"334";"115";"219";"-";"92";"92";"-";"-";"8";"4";"4";"-";3551306
"Sebastianópolis do Sul";"2018";"169";"169";"";"369";"143";"226";"";"86";"86";"";"";"9";"5";"4";"";3551306
"Serra Azul";"2014";"457";"457";"-";"1415";"588";"827";"-";"425";"425";"-";"-";"-";"-";"-";"-";3551405
"Serra Azul";"2015";"460";"460";"-";"1404";"601";"803";"-";"345";"345";"-";"-";"18";"13";"5";"-";3551405
"Serra Azul";"2016";"452";"452";"-";"1393";"607";"786";"-";"350";"350";"-";"-";"11";"8";"3";"-";3551405
"Serra Azul";"2017";"445";"445";"-";"1393";"593";"800";"-";"333";"333";"-";"-";"14";"5";"9";"-";3551405
"Serra Azul";"2018";"441";"441";"";"1374";"623";"751";"";"345";"345";"";"";"22";"16";"6";"";3551405
"Serra Negra";"2014";"1294";"1231";"63";"3025";"2374";"284";"367";"854";"727";"-";"127";"30";"-";"30";"-";3551603
"Serra Negra";"2015";"1341";"1268";"73";"2986";"2287";"328";"371";"806";"701";"-";"105";"118";"73";"44";"1";3551603
"Serra Negra";"2016";"1385";"1299";"86";"2963";"2293";"301";"369";"842";"716";"-";"126";"133";"89";"42";"2";3551603
"Serra Negra";"2017";"1398";"1299";"99";"2908";"2220";"291";"397";"834";"721";"-";"113";"131";"95";"33";"3";3551603
"Serra Negra";"2018";"1391";"1275";"116";"3072";"2329";"297";"446";"708";"603";"";"105";"111";"99";"9";"3";3551603
"Serrana";"2014";"2520";"2215";"305";"6042";"1442";"3845";"755";"1830";"1642";"-";"188";"67";"-";"-";"67";3551504
"Serrana";"2015";"2596";"2226";"370";"5933";"1294";"3851";"788";"1664";"1463";"-";"201";"164";"17";"73";"74";3551504
"Serrana";"2016";"2461";"2150";"311";"5926";"1279";"3870";"777";"1773";"1619";"-";"154";"190";"15";"98";"77";3551504
"Serrana";"2017";"2607";"2313";"294";"5854";"1291";"3840";"723";"1666";"1554";"-";"112";"195";"21";"111";"63";3551504
"Serrana";"2018";"2605";"2327";"278";"5964";"1341";"3926";"697";"1535";"1424";"";"111";"213";"31";"114";"68";3551504
"Sertãozinho";"2014";"6200";"5257";"943";"15237";"3224";"10048";"1965";"4578";"3560";"-";"736";"194";"-";"-";"194";3551702
"Sertãozinho";"2015";"6182";"5165";"1017";"15256";"3119";"9947";"2190";"4399";"3373";"-";"734";"442";"43";"167";"231";3551702
"Sertãozinho";"2016";"6210";"5208";"1002";"15165";"2964";"9925";"2276";"4626";"3609";"-";"716";"458";"55";"179";"222";3551702
"Sertãozinho";"2017";"6227";"5218";"1009";"15144";"2883";"9977";"2284";"4603";"3658";"-";"638";"482";"84";"197";"193";3551702
"Sertãozinho";"2018";"6239";"5266";"973";"15218";"2811";"10086";"2321";"4554";"3596";"";"654";"536";"85";"261";"183";3551702
"Sete Barras";"2014";"520";"520";"-";"2163";"857";"1306";"-";"635";"635";"-";"-";"12";"-";"-";"12";3551801
"Sete Barras";"2015";"573";"573";"-";"2161";"883";"1267";"11";"563";"563";"-";"-";"71";"23";"37";"11";3551801
"Sete Barras";"2016";"574";"574";"-";"2126";"790";"1324";"12";"597";"597";"-";"-";"73";"27";"34";"12";3551801
"Sete Barras";"2017";"577";"577";"-";"2094";"745";"1340";"9";"607";"607";"-";"-";"72";"25";"38";"9";3551801
"Sete Barras";"2018";"621";"621";"";"2011";"718";"1282";"11";"570";"570";"";"";"71";"32";"28";"11";3551801
"Severínia";"2014";"621";"621";"-";"2144";"-";"2144";"-";"576";"576";"-";"-";"20";"-";"20";"-";3551900
"Severínia";"2015";"596";"596";"-";"1920";"-";"1920";"-";"465";"465";"-";"-";"65";"2";"61";"2";3551900
"Severínia";"2016";"628";"628";"-";"1928";"-";"1928";"-";"528";"528";"-";"-";"64";"2";"61";"1";3551900
"Severínia";"2017";"668";"668";"-";"1871";"-";"1871";"-";"493";"493";"-";"-";"64";"6";"58";"-";3551900
"Severínia";"2018";"643";"643";"";"1765";"";"1765";"";"488";"488";"";"";"80";"5";"75";"-";3551900
"Silveiras";"2014";"214";"214";"-";"950";"283";"667";"-";"255";"201";"54";"-";"-";"-";"-";"-";3552007
"Silveiras";"2015";"226";"226";"-";"957";"277";"680";"-";"228";"177";"51";"-";"16";"4";"12";"-";3552007
"Silveiras";"2016";"230";"230";"-";"953";"296";"657";"-";"226";"168";"58";"-";"19";"9";"10";"-";3552007
"Silveiras";"2017";"216";"216";"-";"893";"289";"604";"-";"243";"188";"55";"-";"18";"10";"8";"-";3552007
"Silveiras";"2018";"206";"206";"";"857";"260";"597";"";"222";"167";"55";"";"19";"9";"10";"";3552007
"Socorro";"2014";"1628";"1360";"268";"4104";"1948";"1535";"621";"1276";"1050";"-";"226";"80";"-";"-";"80";3552106
"Socorro";"2015";"1610";"1363";"247";"4150";"1888";"1544";"718";"1266";"1040";"-";"226";"140";"25";"24";"91";3552106
"Socorro";"2016";"1578";"1331";"247";"4158";"1835";"1595";"728";"1319";"1079";"-";"240";"110";"31";"24";"55";3552106
"Socorro";"2017";"1657";"1386";"271";"4159";"1817";"1588";"754";"1321";"1089";"-";"232";"121";"32";"34";"55";3552106
"Socorro";"2018";"1656";"1385";"271";"4206";"1802";"1602";"802";"1269";"1036";"";"233";"120";"33";"30";"57";3552106
"Sorocaba";"2014";"29725";"21700";"8015";"81626";"39226";"27522";"14878";"29753";"24030";"1084";"4639";"886";"6";"-";"880";3552205
"Sorocaba";"2015";"31317";"22672";"8639";"80113";"36031";"27850";"16232";"30097";"24439";"985";"4673";"2276";"674";"498";"1104";3552205
"Sorocaba";"2016";"32736";"24210";"8525";"78170";"33142";"28622";"16406";"32119";"26708";"605";"4806";"2308";"738";"555";"1014";3552205
"Sorocaba";"2017";"33273";"24739";"8534";"77726";"32041";"29010";"16675";"31082";"26271";"253";"4558";"2498";"796";"633";"1069";3552205
"Sorocaba";"2018";"33410";"25193";"8217";"80574";"32928";"30107";"17539";"27332";"22881";"-";"4413";"2701";"857";"748";"1090";3552205
"Sud Mennucci";"2014";"345";"345";"-";"879";"-";"879";"-";"327";"327";"-";"-";"18";"-";"-";"18";3552304
"Sud Mennucci";"2015";"312";"312";"-";"924";"-";"907";"17";"288";"288";"-";"-";"53";"3";"33";"17";3552304
"Sud Mennucci";"2016";"310";"310";"-";"924";"-";"910";"14";"276";"276";"-";"-";"47";"7";"26";"14";3552304
"Sud Mennucci";"2017";"321";"321";"-";"884";"-";"870";"14";"288";"288";"-";"-";"41";"13";"14";"14";3552304
"Sud Mennucci";"2018";"325";"325";"";"899";"";"885";"14";"274";"274";"";"";"40";"12";"14";"14";3552304
"Sumaré";"2014";"12072";"7095";"4977";"32968";"17956";"13027";"1985";"10963";"9692";"976";"295";"193";"-";"-";"193";3552403
"Sumaré";"2015";"11963";"6870";"5093";"32538";"17212";"13114";"2212";"10237";"8969";"954";"314";"990";"479";"291";"220";3552403
"Sumaré";"2016";"12013";"6817";"5196";"32682";"16718";"13665";"2299";"10536";"9207";"984";"345";"1155";"585";"352";"218";3552403
"Sumaré";"2017";"12636";"6988";"5648";"31730";"16049";"13415";"2266";"10374";"9070";"980";"324";"1195";"633";"348";"214";3552403
"Sumaré";"2018";"13382";"7008";"6374";"32306";"16253";"13611";"2442";"9742";"8713";"692";"337";"1233";"640";"380";"213";3552403
"Suzanápolis";"2014";"209";"209";"-";"443";"196";"247";"-";"152";"152";"-";"-";"18";"-";"-";"18";3552551
"Suzanápolis";"2015";"180";"180";"-";"434";"168";"246";"20";"152";"152";"-";"-";"28";"3";"5";"20";3552551
"Suzanápolis";"2016";"182";"182";"-";"468";"201";"257";"10";"145";"145";"-";"-";"20";"3";"7";"10";3552551
"Suzanápolis";"2017";"198";"198";"-";"444";"188";"247";"9";"149";"149";"-";"-";"23";"5";"9";"9";3552551
"Suzanápolis";"2018";"180";"180";"";"440";"168";"265";"7";"119";"119";"";"";"18";"6";"5";"7";3552551
"Suzano";"2014";"13075";"9959";"3116";"43092";"26650";"11694";"4748";"16552";"15482";"-";"1070";"86";"-";"-";"86";3552502
"Suzano";"2015";"13609";"10107";"3502";"42597";"26036";"11512";"5049";"16002";"14916";"-";"1086";"984";"578";"276";"129";3552502
"Suzano";"2016";"13620";"10356";"3264";"42989";"26828";"11008";"5153";"15028";"13890";"-";"1067";"999";"599";"279";"121";3552502
"Suzano";"2017";"14646";"10576";"4070";"41986";"25844";"11205";"4937";"15041";"13857";"-";"1025";"1013";"663";"290";"57";3552502
"Suzano";"2018";"15200";"10800";"4400";"42816";"26035";"11311";"5470";"14331";"12913";"";"1150";"1128";"673";"313";"136";3552502
"Tabapuã";"2014";"375";"375";"-";"1329";"133";"1196";"-";"373";"373";"-";"-";"-";"-";"-";"-";3552601
"Tabapuã";"2015";"435";"435";"-";"1290";"137";"1153";"-";"365";"365";"-";"-";"31";"9";"22";"-";3552601
"Tabapuã";"2016";"447";"447";"-";"1262";"118";"1144";"-";"348";"348";"-";"-";"32";"4";"28";"-";3552601
"Tabapuã";"2017";"496";"496";"-";"1256";"105";"1151";"-";"330";"330";"-";"-";"41";"6";"35";"-";3552601
"Tabapuã";"2018";"513";"513";"";"1234";"105";"1129";"";"333";"333";"";"";"41";"6";"35";"";3552601
"Tabatinga";"2014";"636";"536";"100";"1985";"662";"1112";"211";"602";"540";"-";"62";"51";"-";"-";"51";3552700
"Tabatinga";"2015";"704";"655";"49";"1987";"612";"1135";"240";"550";"486";"-";"64";"150";"51";"39";"60";3552700
"Tabatinga";"2016";"697";"656";"41";"1894";"582";"1092";"220";"569";"509";"-";"60";"147";"47";"40";"60";3552700
"Tabatinga";"2017";"642";"592";"50";"1897";"601";"1100";"196";"553";"501";"-";"52";"131";"47";"30";"54";3552700
"Tabatinga";"2018";"674";"618";"56";"1819";"599";"1036";"184";"519";"479";"";"40";"127";"44";"25";"58";3552700
"Taboão da Serra";"2014";"12356";"7648";"4708";"39475";"15194";"17285";"6996";"12566";"11381";"-";"1185";"133";"-";"57";"76";3552809
"Taboão da Serra";"2015";"12862";"8285";"4577";"38686";"14121";"16882";"7683";"12607";"11120";"-";"1487";"1036";"466";"351";"219";3552809
"Taboão da Serra";"2016";"12875";"8791";"4084";"39130";"14029";"17214";"7887";"12963";"11310";"-";"1653";"1111";"484";"434";"193";3552809
"Taboão da Serra";"2017";"12553";"8852";"3701";"38173";"13925";"17066";"7182";"12213";"10838";"-";"1375";"1179";"517";"496";"166";3552809
"Taboão da Serra";"2018";"13333";"9451";"3882";"38791";"13808";"16932";"8051";"11315";"9806";"";"1509";"1115";"542";"471";"102";3552809
"Taciba";"2014";"273";"273";"-";"742";"365";"377";"-";"243";"243";"-";"-";"-";"-";"-";"-";3552908
"Taciba";"2015";"342";"342";"-";"707";"325";"382";"-";"216";"216";"-";"-";"13";"9";"4";"-";3552908
"Taciba";"2016";"369";"369";"-";"681";"292";"389";"-";"237";"237";"-";"-";"14";"9";"5";"-";3552908
"Taciba";"2017";"367";"367";"-";"709";"280";"429";"-";"207";"207";"-";"-";"16";"10";"6";"-";3552908
"Taciba";"2018";"376";"376";"";"724";"288";"436";"";"213";"213";"";"";"19";"11";"8";"";3552908
"Taguaí";"2014";"874";"726";"148";"1419";"628";"781";"10";"443";"443";"-";"-";"-";"-";"-";"-";3553005
"Taguaí";"2015";"875";"719";"156";"1405";"566";"806";"33";"461";"461";"-";"-";"36";"21";"15";"-";3553005
"Taguaí";"2016";"836";"676";"160";"1415";"590";"769";"56";"460";"460";"-";"-";"40";"24";"16";"-";3553005
"Taguaí";"2017";"862";"712";"150";"1521";"622";"828";"71";"392";"392";"-";"-";"44";"22";"22";"-";3553005
"Taguaí";"2018";"856";"742";"114";"1525";"604";"842";"79";"367";"367";"";"";"44";"21";"23";"";3553005
"Taiaçu";"2014";"201";"201";"-";"678";"333";"345";"-";"232";"232";"-";"-";"45";"-";"-";"45";3553104
"Taiaçu";"2015";"208";"208";"-";"671";"271";"366";"34";"200";"200";"-";"-";"60";"6";"7";"47";3553104
"Taiaçu";"2016";"212";"212";"-";"691";"286";"354";"51";"200";"200";"-";"-";"63";"5";"7";"51";3553104
"Taiaçu";"2017";"219";"219";"-";"663";"252";"360";"51";"210";"210";"-";"-";"60";"5";"4";"51";3553104
"Taiaçu";"2018";"223";"223";"";"667";"258";"360";"49";"197";"197";"";"";"64";"6";"9";"49";3553104
"Taiúva";"2014";"191";"191";"-";"541";"280";"261";"-";"169";"169";"-";"-";"-";"-";"-";"-";3553203
"Taiúva";"2015";"170";"170";"-";"529";"245";"284";"-";"163";"163";"-";"-";"18";"7";"11";"-";3553203
"Taiúva";"2016";"169";"169";"-";"488";"200";"288";"-";"170";"170";"-";"-";"17";"7";"10";"-";3553203
"Taiúva";"2017";"172";"172";"-";"502";"202";"300";"-";"182";"182";"-";"-";"24";"14";"10";"-";3553203
"Taiúva";"2018";"201";"201";"";"505";"210";"295";"";"164";"164";"";"";"30";"18";"12";"";3553203
"Tambaú";"2014";"1101";"999";"102";"2706";"963";"1203";"540";"815";"657";"-";"158";"95";"-";"-";"95";3553302
"Tambaú";"2015";"1136";"1015";"121";"2715";"918";"1165";"632";"741";"589";"-";"152";"163";"51";"22";"90";3553302
"Tambaú";"2016";"1133";"1009";"124";"2684";"881";"1201";"602";"765";"619";"-";"146";"160";"53";"38";"69";3553302
"Tambaú";"2017";"1116";"992";"124";"2734";"930";"1226";"578";"680";"534";"-";"146";"153";"64";"36";"53";3553302
"Tambaú";"2018";"1109";"1003";"106";"2608";"904";"1152";"552";"632";"508";"";"124";"142";"66";"33";"43";3553302
"Tanabi";"2014";"921";"808";"113";"2655";"791";"1405";"459";"841";"675";"-";"166";"80";"-";"-";"80";3553401
"Tanabi";"2015";"968";"836";"132";"2652";"790";"1366";"496";"787";"630";"-";"157";"130";"28";"16";"86";3553401
"Tanabi";"2016";"1037";"899";"138";"2722";"818";"1390";"514";"774";"624";"-";"150";"132";"38";"15";"79";3553401
"Tanabi";"2017";"1061";"917";"144";"2855";"828";"1487";"540";"819";"678";"-";"141";"134";"38";"20";"76";3553401
"Tanabi";"2018";"1107";"946";"161";"2863";"806";"1494";"563";"741";"593";"";"148";"150";"44";"29";"77";3553401
"Tapiraí";"2014";"445";"445";"-";"1246";"647";"599";"-";"389";"389";"-";"-";"6";"-";"6";"-";3553500
"Tapiraí";"2015";"419";"419";"-";"1202";"590";"612";"-";"391";"391";"-";"-";"34";"11";"23";"-";3553500
"Tapiraí";"2016";"431";"431";"-";"1142";"528";"614";"-";"414";"414";"-";"-";"41";"21";"20";"-";3553500
"Tapiraí";"2017";"441";"441";"-";"1091";"495";"596";"-";"384";"384";"-";"-";"40";"22";"18";"-";3553500
"Tapiraí";"2018";"436";"436";"";"1063";"462";"601";"";"332";"332";"";"";"45";"29";"16";"";3553500
"Tapiratiba";"2014";"541";"497";"44";"1463";"232";"1119";"112";"462";"434";"-";"28";"49";"-";"10";"39";3553609
"Tapiratiba";"2015";"634";"553";"81";"1423";"213";"1064";"146";"335";"308";"-";"27";"78";"23";"33";"22";3553609
"Tapiratiba";"2016";"804";"753";"51";"1403";"190";"1070";"143";"359";"336";"-";"23";"67";"16";"33";"18";3553609
"Tapiratiba";"2017";"816";"747";"69";"1381";"156";"1081";"144";"382";"353";"-";"29";"82";"24";"40";"18";3553609
"Tapiratiba";"2018";"776";"736";"40";"1251";"141";"960";"150";"351";"321";"";"30";"83";"27";"35";"21";3553609
"Taquaral";"2014";"133";"133";"-";"315";"142";"173";"-";"98";"98";"-";"-";"-";"-";"-";"-";3553658
"Taquaral";"2015";"137";"137";"-";"300";"155";"145";"-";"99";"99";"-";"-";"12";"4";"8";"-";3553658
"Taquaral";"2016";"142";"142";"-";"288";"144";"144";"-";"106";"106";"-";"-";"12";"8";"4";"-";3553658
"Taquaral";"2017";"157";"157";"-";"289";"132";"157";"-";"105";"105";"-";"-";"12";"8";"4";"-";3553658
"Taquaral";"2018";"135";"135";"";"282";"125";"157";"";"87";"87";"";"";"11";"8";"3";"";3553658
"Taquaritinga";"2014";"2152";"1765";"387";"6426";"2404";"3166";"856";"2353";"2124";"-";"229";"138";"-";"2";"136";3553708
"Taquaritinga";"2015";"2154";"1759";"395";"6383";"2223";"3150";"1010";"2240";"2014";"-";"226";"318";"73";"126";"119";3553708
"Taquaritinga";"2016";"2173";"1788";"385";"6306";"2178";"3116";"1012";"2275";"2026";"-";"249";"304";"92";"99";"113";3553708
"Taquaritinga";"2017";"2237";"1853";"384";"6125";"2075";"3000";"1050";"2153";"1903";"-";"250";"305";"107";"95";"103";3553708
"Taquaritinga";"2018";"2266";"1857";"409";"6080";"2054";"2951";"1075";"2089";"1821";"";"268";"319";"109";"104";"106";3553708
"Taquarituba";"2014";"1291";"757";"534";"2938";"1261";"1302";"375";"1144";"1036";"-";"108";"90";"-";"-";"90";3553807
"Taquarituba";"2015";"1334";"823";"511";"2898";"1097";"1364";"437";"1111";"1007";"-";"104";"126";"28";"15";"83";3553807
"Taquarituba";"2016";"1347";"896";"451";"2835";"956";"1433";"446";"1150";"1063";"-";"87";"117";"17";"15";"85";3553807
"Taquarituba";"2017";"1402";"930";"472";"2865";"993";"1446";"426";"1113";"1018";"-";"95";"122";"25";"16";"81";3553807
"Taquarituba";"2018";"1355";"904";"451";"2897";"983";"1473";"441";"1066";"967";"";"99";"131";"32";"13";"86";3553807
